 ID, FPL Name, Player ID, Full Name, Team, Availability, Position, Current Price, Value Season, Cost Change from Start, Percentage Selected By, Transfers In, Transfers Out, Total Points,  Points Per Game, Minutes, Goals Scored, Assists, Clean Sheets, Goals Conceded, Own Goals, Penalties Saved, Penalties Missed, Yellow Cards, Red Cards, Saves, Bonus Points, Bonus Point System Score, Influence, Creativity, Threat,  ICT Index,
            39,        Bernardo,        209362,        Bernardo Fernandes da Silva Junior,Brighton,Knock - Unknown return date,        2,        43,        0.5,        -2,        0.1,        1567,        7829,        2,        1.0,        67,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        14,        10.8,        16.2,        2.0,        2.9,    
            40,        Balogun,        52484,        Leon Balogun,Brighton,Available,        2,        44,        0.0,        -1,        0.1,        779,        3914,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            41,        Bong,        42748,        Gaëtan Bong,Brighton,Available,        2,        43,        0.7,        -2,        0.1,        1654,        5904,        3,        0.8,        57,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        15,        16.0,        27.9,        6.0,        5.0,    
            42,        Dunk,        83299,        Lewis Dunk,Brighton,Suspended until 30 Nov,        2,        46,        10.4,        1,        11.5,        683505,        438422,        48,        4.0,        1080,        1,        2,        4,        17,        0,        0,        0,        5,        0,        0,        8,        260,        289.8,        61.1,        100.0,        45.1,    
            43,        Clarke,        178173,        Matthew Clarke,Brighton,Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Jul,        2,        44,        0.0,        -1,        0.0,        238,        1066,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            44,        Murray,        20529,        Glenn Murray,Brighton,Available,        4,        55,        2.1,        -5,        0.9,        39887,        203106,        12,        1.3,        321,        0,        0,        2,        4,        0,        0,        0,        0,        0,        0,        0,        14,        8.0,        29.6,        45.0,        7.9,    
            45,        Locadia,        106757,        Jürgen Locadia,Brighton,Joined TSG Hoffenheim on loan until the end of the season on 29/8. - Expected back 01 Jul,        4,        52,        0.6,        -3,        0.1,        6440,        22728,        3,        1.5,        85,        0,        0,        1,        1,        0,        0,        0,        0,        0,        0,        0,        5,        3.2,        1.3,        30.0,        3.3,    
            46,        Andone,        93284,        Florin Andone,Brighton,Joined Galatasaray on loan until the end of the season on 2/9. - Expected back 01 Jul,        4,        48,        1.0,        -2,        0.4,        159321,        190590,        5,        1.7,        71,        1,        0,        0,        2,        0,        0,        0,        0,        1,        0,        1,        20,        45.0,        11.3,        21.0,        7.6,    
            47,        Ryan,        131897,        Mathew Ryan,Brighton,Available,        1,        47,        11.7,        2,        16.2,        670722,        410998,        55,        4.6,        1080,        0,        0,        4,        17,        0,        0,        0,        0,        0,        44,        11,        280,        348.2,        0.0,        0.0,        34.8,    
            48,        Button,        50093,        David Button,Brighton,Available,        1,        40,        0.0,        0,        22.6,        363332,        462383,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            49,        Groß,        60307,        Pascal Groß,Brighton,Available,        3,        64,        6.1,        -1,        0.7,        81353,        91213,        39,        3.2,        778,        1,        3,        3,        10,        0,        0,        0,        0,        0,        0,        2,        166,        187.6,        432.0,        194.0,        81.4,    
            50,        Jahanbakhsh,        165210,        Alireza Jahanbakhsh,Brighton,Available,        3,        58,        0.0,        -2,        0.1,        712,        4464,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            51,        Izquierdo,        167473,        José Heriberto Izquierdo Mena,Brighton,Knee injury - Unknown return date,        3,        54,        0.0,        -1,        0.0,        93,        184,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            52,        Knockaert,        83543,        Anthony Knockaert,Brighton,Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Jul,        3,        54,        0.0,        -1,        0.0,        155,        782,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            53,        Bissouma,        227127,        Yves Bissouma,Brighton,Available,        3,        50,        0.6,        0,        0.0,        506,        526,        3,        1.0,        63,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        10,        7.6,        9.1,        7.0,        2.4,    
            54,        Pröpper,        66242,        Davy Pröpper,Brighton,Available,        3,        50,        4.4,        0,        0.4,        80495,        79684,        22,        2.2,        900,        0,        1,        3,        15,        1,        0,        0,        2,        0,        0,        0,        136,        173.2,        169.3,        94.0,        43.7,    
            55,        March,        109345,        Solomon March,Brighton,Available,        3,        47,        4.0,        -3,        0.3,        32124,        46960,        19,        2.7,        516,        0,        1,        2,        8,        0,        0,        0,        1,        0,        0,        3,        79,        105.8,        131.9,        116.0,        35.5,    
            56,        Kayal,        38490,        Beram Kayal,Brighton,Joined Charlton Athletic on loan until the end of the season on 8/8. - Expected back 01 Jul,        3,        43,        0.0,        -2,        0.1,        5066,        6654,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            57,        Stephens,        40845,        Dale Stephens,Brighton,Available,        3,        45,        5.6,        0,        2.6,        143103,        169392,        25,        2.1,        1066,        0,        0,        4,        16,        0,        0,        0,        3,        0,        0,        0,        168,        184.2,        106.2,        72.0,        36.3,    
            421,        Trossard,        116216,        Leandro Trossard,Brighton,Groin Injury - 75% chance of playing,        3,        58,        4.7,        -2,        0.4,        61214,        85219,        27,        4.5,        362,        2,        2,        0,        9,        0,        0,        0,        0,        0,        0,        2,        107,        127.4,        183.9,        154.0,        46.5,    
            475,        Burn,        78916,        Dan Burn,Brighton,Available,        2,        45,        7.1,        0,        0.3,        21990,        13500,        32,        2.7,        1080,        0,        0,        4,        17,        0,        0,        0,        1,        0,        0,        0,        183,        211.8,        145.0,        59.0,        41.5,    
            493,        Webster,        110735,        Adam Webster,Brighton,Ankle injury - Unknown return date,        2,        44,        5.2,        -1,        0.2,        16684,        13422,        23,        2.9,        665,        1,        0,        2,        11,        1,        0,        0,        1,        0,        0,        2,        146,        176.6,        51.9,        63.0,        29.2,    
            502,        Maupay,        115382,        Neal Maupay,Brighton,Available,        4,        60,        7.2,        0,        1.5,        181755,        115114,        44,        3.7,        870,        4,        0,        4,        12,        0,        0,        0,        1,        0,        0,        7,        131,        170.8,        126.5,        534.0,        82.8,    
            516,        Mooy,        74471,        Aaron Mooy,Brighton,Available,        3,        48,        1.7,        -2,        0.2,        7551,        17812,        8,        1.3,        272,        0,        0,        2,        4,        0,        0,        0,        0,        1,        0,        0,        37,        51.0,        33.6,        10.0,        9.3,    
            534,        Connolly,        233425,        Aaron Connolly,Brighton,Groin Injury - 75% chance of playing,        4,        47,        6.2,        2,        3.4,        314393,        90789,        29,        3.2,        408,        2,        2,        2,        8,        0,        0,        0,        0,        0,        0,        3,        80,        78.0,        47.6,        219.0,        33.8,    
